Movie Name,Movie Detail Link,Directors,Casts
The Class,https://www.metacritic.com/movie/the-class,Laurent Cantet,"Agame Malembo-Emene,Angélica Sancio,Arthur Fogel,Boubacar Toure,Burak Özyilmaz,Carl Nanor,Cherif Bounaïdja Rachedi,Dalla Doucoure,Damien Gomes,Esmeralda Ouertani,Eva Paradiso,Henriette Kasaruhanda,Juliette Demaille,Justine Wu,François Bégaudeau"
Platoon,https://www.metacritic.com/movie/platoon,Oliver Stone,"Bob Orwig,Chris Pedersen,Corey Glover,Corkey Ford,David Neidorf,Forest Whitaker,Francesco Quinn,John C. McGinley,Johnny Depp,Keith David,Kevin Dillon,Mark Moses,Reggie Johnson,Tom Berenger,Willem Dafoe"
35 Shots of Rum,https://www.metacritic.com/movie/35-shots-of-rum,Claire Denis,"Adèle Ado,Alex Descas,Cheikh Toure,David Saada,Djédjé Apali,Eriq Ebouaney,Grégoire Colin,Ingrid Caven,Jean-Christophe Folly,Julieth Mars Toussaint,Mario Canonge,Mary Pie,Mati Diop,Nicole Dogue,Stéphane Pocrain"
Apocalypse Now: Final Cut,https://www.metacritic.com/movie/apocalypse-now-final-cut,Francis Ford Coppola,
Chinatown,https://www.metacritic.com/movie/chinatown,Roman Polanski,"Bruce Glover,Darrell Zwerling,Diane Ladd,James Hong,James O'Rear,Joe Mantell,John Hillerman,Nandu Hinds,Perry Lopez,Richard Bakalyan,Roman Polanski,Roy Jenson,Faye Dunaway,Jack Nicholson,John Huston"
The Florida Project,https://www.metacritic.com/movie/the-florida-project,Sean Baker,"Bria Vinaite,Bronwyn Valley,Brooklynn Prince,Caleb Landry Jones,Carl Bradfield,Christopher Rivera,Gary B. Gross,Jason Blackwater,Jim Coleman,Jim R. Coleman,Karren Karagulian,Kelly Fitzgerald,Krystal Nicole Watts,Macon Blair,Mela Murder,Rosa Medina Perez,Sabina Friedman-Seitz,Sandy Kane,Valeria Cotto,Willem Dafoe,Aiden Malik,Bria Vinaite,Brooklynn Prince,Caleb Landry Jones,Christopher Rivera,Edward Pagan,Jasineia Ramos,Jason Blackwater,Josie Olivo,Karren Karagulian,Macon Blair,Patti Wiley,Sandy Kane,Valeria Cotto,Willem Dafoe"
Timbuktu,https://www.metacritic.com/movie/timbuktu,Abderrahmane Sissako,"Abel Jafri,Adel Mahmoud Cherif,Cheik A.G. Emakni,Fatoumata Diawara,Hichem Yacoubi,Ibrahim Ahmed,Kettly Noël,Layla Walet Mohamed,Mamby Kamissoko,Mehdi A.G. Mohamed,Pino Desperado,Salem Dendou,Toulou Kiki,Weli Cleib,Yoro Diakité,Zikra Oualet Moussa,Abel Jafri,Ibrahim Ahmed,Layla Walet Mohamed,Mehdi A.G. Mohamed,Toulou Kiki"
Frenzy,https://www.metacritic.com/movie/frenzy,Alfred Hitchcock,"Elsie Randolph,Gerald Sim,Jean Marsh,John Boxer,Madge Ryan,Alec McCowen,Anna Massey,Barbara Leigh-Hunt,Barry Foster,Bernard Cribbins,Billie Whitelaw,Clive Swift,Jon Finch,Michael Bates,Vivien Merchant"
Brief Encounter,https://www.metacritic.com/movie/brief-encounter,David Lean,"Noel Coward,Nuna Davey,Sydney Bromley,Valentine Dyall,Wallace Bosco,Alfie Bass,Celia Johnson,Cyril Raymond,Everley Gregg,Joyce Carey,Margaret Barton,Marjorie Mars,Stanley Holloway,Trevor Howard,Wilfred Babbage"
Cool Hand Luke,https://www.metacritic.com/movie/cool-hand-luke,Stuart Rosenberg,"Dennis Hopper,Marc Cavell,Richard Davalos,Robert Donner,Warren Finnerty,Clifton James,George Kennedy,J.D. Cannon,Jo Van Fleet,Lou Antonio,Luke Askew,Morgan Woodward,Paul Newman,Robert Drivas,Strother Martin"
Little Women,https://www.metacritic.com/movie/little-women-1933,George Cukor,"Harry Beresford,Mabel Colcord,Marion Ballou,Nydia Westman,Samuel S. Hinds,Douglass Montgomery,Edna May Oliver,Frances Dee,Henry Stephenson,Jean Parker,Joan Bennett,John Lodge,Katharine Hepburn,Paul Lukas,Spring Byington"
Maborosi,https://www.metacritic.com/movie/maborosi,Hirokazu Koreeda,"Akira Emoto,Gohki Kashiyama,Hidekazu Akai,Hiromi Ichida,Kikuko Hashimoto,Makiko Esumi,Midori Kiuchi,Minori Terada,Mutsuko Sakura,Naomi Watanabe,Ren Ôsugi,Shuichi Harada,Tadanobu Asano,Takashi Inoue,Takashi Naitô"
Top Hat,https://www.metacritic.com/movie/top-hat,Mark Sandrich,"Gino Corrado,Lorinne Crawford,Phyllis Coghlan,Roy Brent,Tom Costello,Edward Everett Horton,Eric Blore,Erik Rhodes,Fred Astaire,Ginger Rogers,Helen Broderick,Lucille Ball,Robert Adair,Tito Blasco,Tom Brandon"
Apocalypse Now Redux,https://www.metacritic.com/movie/apocalypse-now-redux,Francis Ford Coppola,"Albert Hall,Bo Byers,Dennis Hopper,Frederic Forrest,G.D. Spradlin,Harrison Ford,James Keane,Jerry Ziesmer,Kerry Rossall,Laurence Fishburne,Robert Duvall,Sam Bottoms,Scott Glenn,Marlon Brando,Martin Sheen"
Annie Hall,https://www.metacritic.com/movie/annie-hall,Woody Allen,"Carol Kane,Christopher Walken,Colleen Dewhurst,Donald Symington,Helen Ludlam,Janet Margolin,Joan Neuman,Jonathan Munk,Mordecai Lawner,Paul Simon,Ruth Volner,Shelley Duvall,Tony Roberts,Diane Keaton,Woody Allen"
The Lord of the Rings: The Fellowship of the Ring,https://www.metacritic.com/movie/the-lord-of-the-rings-the-fellowship-of-the-ring,Peter Jackson,"Alan Howard,Billy Boyd,Cate Blanchett,Christopher Lee,Ian Holm,Ian McKellen,Lawrence Makoare,Mark Ferguson,Marton Csokas,Megan Edwards,Michael Elsworth,Noel Appleby,Orlando Bloom,Sala Baker,Sean Astin,Sean Bean,Andy Serkis,Elijah Wood"
Quiz Show,https://www.metacritic.com/movie/quiz-show,Robert Redford,"Allan Rich,Christopher McDonald,David Paymer,Elizabeth Wilson,George Martin,Griffin Dunne,Hank Azaria,Johann Carlo,Michael Mantell,Mira Sorvino,Paul Guilfoyle,Paul Scofield,Rob Morrow,John Turturro,Ralph Fiennes"
Leviathan,https://www.metacritic.com/movie/leviathan-2014,Andrei Zvyagintsev,"Aleksey Pavlov,Aleksey Rozin,Aleksey Serebryakov,Alim Bidnenko,Alla Emintseva,Andrey Belozerov,Anna Ukolova,Dmitriy Bykovskiy-Romashov,Elena Lyadova,Evgeniy Yakunin,Igor Litovkin,Igor Savochkin,Igor Sergeev,Irina Graba,Irina Ryndina,Irina Vilkova,Kristina Pakarina,Lesya Kudryashova,Natasha Garustovich,Olga Lapshina,Platon Kamenev,Roman Madyanov,Sergei Borisov,Sergey Bachurskiy,Sergey Pokhodaev,Valeriy Grishko,Vladimir Lupanov,Vladimir Vdovichenkov,Vyacheslav Gonchar,Yelena Lyadova,Aleksey Serebryakov,Roman Madyanov,Vladimir Vdovichenkov,Yelena Lyadova"
Werckmeister Harmonies,https://www.metacritic.com/movie/werckmeister-harmonies,"Ágnes Hranitzky,Béla Tarr","Alfréd Járai,Djoko Rosic,Enikö Börcsök,Éva Almássy Albert,Ferenc Kállai,György Barkó,Hanna Schygulla,Irén Szajki,János Derzsi,Lajos Dobák,Mihály Kormos,Putyi Horváth,Tamás Wichmann,Lars Rudolph,Peter Fitz"
Toy Story 3,https://www.metacritic.com/movie/toy-story-3,Lee Unkrich,"Blake Clark,Don Rickles,Emily Hahn,Estelle Harris,Joan Cusack,Jodi Benson,John Morris,John Ratzenberger,Laurie Metcalf,Michael Keaton,Ned Beatty,Teddy Newton,Wallace Shawn,Tim Allen,Tom Hanks"
This Is Spinal Tap,https://www.metacritic.com/movie/this-is-spinal-tap,Rob Reiner,"Bruno Kirby,Chazz Dominguez,Danny Kortchmar,David Kaff,Ed Begley Jr.,Harry Shearer,Jean Cromie,Kimberly Stringer,Patrick Maher,R.J. Parnell,Shari Hall,Tony Hendra,Chazz Dominguez,Christopher Guest,David Kaff,Harry Shearer,Kimberly Stringer,Michael McKean,R.J. Parnell,Rob Reiner,Shari Hall,Tony Hendra"
The Look of Silence,https://www.metacritic.com/movie/the-look-of-silence,Joshua Oppenheimer,
Tower,https://www.metacritic.com/movie/tower,Keith Maitland,"Aldo Ordoñez,Blair Jackson,Chris Doubek,Cole Bee Wilson,Cole Bresnehen,Jeremy Brown,John Fitch,Josephine McAdam,Karen Davidson,Louie Arnette,Monty Muir,Reece Everett Ryan,Séamus Bolivar-Ochoa,Timothy Lucas,Vicky Illk,Violett Beane"
The Rider,https://www.metacritic.com/movie/the-rider,Chloé Zhao,"Alan Reddy,Allen Reddy,Brady Jandreau,Cat Clifford,Derrick Janis,James Calhoon,Jordon Slick Phelps,Kevin Hunter,Lane Scott,Leroy Pourier,Lilly Jandreau,Marshal Byrne,Steven DeWolfe,Tanner Langdeau,Terri Dawn Pourier,Tim Jandreau,Brady Jandreau,Cat Clifford,Derrick Janis,Greg Barber,James Calhoon,Lane Scott,Lilly Jandreau,Tanner Langdeau,Terri Dawn Pourier,Tim Jandreau"
Moolaadé,https://www.metacritic.com/movie/moolaade,Ousmane Sembene,"Aminata Dao,Bakaramoto Sanogo,Balla Habib Dembélé,Cheick Oumar Maiga,Dominique Zeïda,Fatoumata Coulibaly,Gustave Sorgho,Joseph Traoré,Mah Compaoré,Maimouna Hélène Diarra,Modibo Sangaré,Ousmane Konaté,Rasmane Ouedraogo,Salimata Traoré,Théophile Sowié"
Atanarjuat: The Fast Runner,https://www.metacritic.com/movie/atanarjuat-the-fast-runner,Zacharias Kunuk,"Abraham Ulayuruluk,Alex Uttak,Apayata Kotierk,Eric Nutarariaq,Eugene Ipkarnak,Lucy Tulugarjuk,Luke Taqqaugaq,Madeline Ivalu,Mary Qulitalik,Neeve Irngaut,Pakak Innuksuk,Pauloosie Qulitalik,Peter-Henry Arnatsiaq,Natar Ungalaaq,Sylvia Ivalu"
Time,https://www.metacritic.com/movie/time-2020,Garrett Bradley,Fox Rich
Gavagai,https://www.metacritic.com/movie/gavagai,Rob Tregenza,"Amel Ibisevic,Ask Aygin Gaup,Edith Søli,Einar Andreas Søli,Essra Berge,Halvor Sandnes,Hellek Sandnes,Ina Nena Schick,Joakim Nango,Jostein A.B. Sandvik,Karin Mustvedt-Plüs,Kim Robin Svartdal,Marie Helga Helgetveit,Marja Susanne Sipelä Solvang,Miriam Berge,Mona Eiris,Rune Samuelsen,Susan S. Solvang,Thomas Tufte,Tore Dale,Amel Ibisevic,Andreas Lust,Anni-Kristiina Juuso,Ask Aygin Gaup,Edith Søli,Einar Andreas Søli,Essra Berge,Halvor Sandnes,Hellek Sandnes,Ina Nena Schick,Joakim Nango,Jostein A.B. Sandvik,Karin Mustvedt-Plüs,Kim Robin Svartdal,Marie Helga Helgetveit,Marja Susanne Sipelä Solvang,Mikkel Gaup,Miriam Berge,Mona Eiris,Rune Samuelsen,Susan S. Solvang,Thomas Tufte,Tore Dale"
The Man Who Would Be King,https://www.metacritic.com/movie/the-man-who-would-be-king,John Huston,"Graham Acres,Nadia Atbib,Shakira Caine,The Blue Dancers of Goulamine,Yvonne Ocampo,Albert Moses,Christopher Plummer,Doghmi Larbi,Jack May,Karroom Ben Bouih,Michael Caine,Mohammad Shamsi,Paul Antrim,Saeed Jaffrey,Sean Connery"
The Killing,https://www.metacritic.com/movie/the-killing,Stanley Kubrick,"Dorothy Adams,Herbert Ellis,Jay Adler,Kola Kwariani,Tito Vuolo,Coleen Gray,Elisha Cook Jr.,James Edwards,Jay C. Flippen,Joe Sawyer,Marie Windsor,Sterling Hayden,Ted de Corsia,Timothy Carey,Vince Edwards"
Swing Time,https://www.metacritic.com/movie/swing-time,George Stevens,"Bill Brande,Jack Chefe,Martin Cichy,Ralph Brooks,Ralph Byrd,Betty Furness,Eric Blore,Fred Astaire,Georges Metaxa,Ginger Rogers,Harry Bernard,Harry Bowen,Helen Broderick,Victor Moore,William Bailey"
Breaking Away,https://www.metacritic.com/movie/breaking-away,Peter Yates,"Amy Wright,Barbara Barrie,Daniel Stern,David K. Blase,Hart Bochner,Jackie Earle Haley,Jennifer K. Mickel,John Ashton,Lisa Shure,P.J. Soles,Paul Dooley,Peter Maloney,Robyn Douglass,Dennis Christopher,Dennis Quaid"
The Souvenir,https://www.metacritic.com/movie/the-souvenir,Joanna Hogg,"Alice McMillan,Barbara Peirson,Chyna Terrelonge-Vaughan,Crispin Buxton,Dick Fontaine,Fabrizio Matteini,Hannah Ashby Ward,Jack W. Gregory,Jake Phillips Head,James Barrett,James Dodds,James Spencer Ashworth,Janet Etuk,Jaz Dalrymple,Leonardo Bozzo,Richard Tree,Steve Gough,Alice McMillan,Chyna Terrelonge-Vaughan,Fabrizio Matteini,Frankie Wilson,Hannah Ashby Ward,Honor Swinton-Byrne,Jack McMullen,Jake Phillips Head,James Spencer Ashworth,Janet Etuk,Jaygann Ayeh,Neil Young,Richard Ayoade,Tilda Swinton,Tom Burke,Tosin Cole"
After Life,https://www.metacritic.com/movie/after-life,Hirokazu Koreeda,"Arata,Erika Oda,Hisako Hara,Kazuko Shirakawa,Kei Tani,Kôtarô Shiga,Kyôko Kagawa,Natsuo Ishidô,Sadao Abe,Sayaka Yoshino,Susumu Terajima,Takashi Naitô,Taketoshi Naitô,Tôru Yuri,Yûsuke Iseya"
Son of Saul,https://www.metacritic.com/movie/son-of-saul,László Nemes,"Amitai Kedar,Attila Fritz,Balázs Farkas,Björn Freiberg,Christian Harting,Eszter Csépai,Gergö Farkas,Géza Röhrig,Jerzy Walczak,Juli Jakab,Kamil Dobrowolski,Levente Molnár,Levente Orbán,Marcin Czarnik,Mendy Cahan,Mihály Kormos,Sándor Zsótér,Todd Charmont,Urs Rechn,Uwe Lauer,Géza Röhrig,Levente Molnár,Todd Charmont,Urs Rechn"
Love Affair,https://www.metacritic.com/movie/love-affair-1939,Leo McCarey,"Bess Flowers,Carol Hughes,Dell Henderson,Joe Gilbert,Leyland Hodgson,Astrid Allwyn,Charles Boyer,Ferike Boros,Irene Dunne,Lee Bowman,Maria Ouspenskaya,Mary Bovard,Maurice Moscovitch,Scotty Beckett,Tom Dugan"
Frankenstein,https://www.metacritic.com/movie/frankenstein,James Whale,"Arletta Duncan,Francis Ford,Jack Curtis,Mae Bruce,William Dyer,Boris Karloff,Colin Clive,Dwight Frye,Edward Van Sloan,Frederick Kerr,John Boles,Lionel Belmore,Mae Clarke,Marilyn Harris,Ted Billings"
8½,https://www.metacritic.com/movie/-1963,Federico Fellini,"Bruno Agostini,Cesarino Miceli Picardi,Jean Rougeul,Mario Conocchia,Mario Pisu,Anouk Aimée,Barbara Steele,Caterina Boratto,Claudia Cardinale,Eddra Gale,Guido Alberti,Madeleine Lebeau,Marcello Mastroianni,Rossella Falk,Sandra Milo"
Little Women,https://www.metacritic.com/movie/little-women-2019,Greta Gerwig,"Abby Quinn,Adam Desautels,Brian Daniels,Chris Cooper,Domenic Arduino,Emily Edström,Eowyn Young,Hadley Robinson,Jamie Ghazarian,Jayne Houdyshell,Jen Nikolaisen,Kayla Caulfield,Ken Holmes,Lilly Englert,Louis Garrel,Maryann Plunkett,Mason Alban,Meryl Streep,Paul Tawczynski,Rafael Silva,Sasha Frolova,Stevie Costa,Tracy Letts,Abby Quinn,Bob Odenkirk,Chris Cooper,Eliza Scanlen,Emma Watson,Florence Pugh,James Norton,Jayne Houdyshell,Laura Dern,Louis Garrel,Meryl Streep,Saoirse Ronan,Timoth,Tracy Letts"
E.T. The Extra-Terrestrial,https://www.metacritic.com/movie/et-the-extra-terrestrial,Steven Spielberg,"C. Thomas Howell,David Berkson,David M. O'Dell,Dee Wallace,Erika Eleniak,Frank Toth,K.C. Martel,Michael Darrell,Richard Swingler,Robert Barton,Robert MacNaughton,Sean Frye,Dee Wallace,Drew Barrymore,Erika Eleniak,Henry Thomas,Peter Coyote"
The African Queen,https://www.metacritic.com/movie/the-african-queen,John Huston,"John von Kotze,Errol John,Gerald Onn,Humphrey Bogart,Katharine Hepburn,Peter Bull,Peter Swanwick,Richard Marner,Robert Morley,Theodore Bikel,Walter Gotell"
The Triplets of Belleville,https://www.metacritic.com/movie/the-triplets-of-belleville,Sylvain Chomet,"Béatrice Bonifassi,Charles Linton,Lina Boudreau,Mari-Lou Gauthier,Jean-Claude Donda,Michel Robin,Michèle Caucheteux,Monica Viegas"
The Queen,https://www.metacritic.com/movie/the-queen,Stephen Frears,"Alex Jennings,Amanda Hadingue,Dolina MacLennan,Douglas Reith,Gray O'Brien,John McGlynn,Joyce Henderson,Lola Peploe,Pat Laffan,Robin Soans,Roger Allam,Sylvia Syms,Tim McMullan,Helen Mirren,James Cromwell"
All Quiet on the Western Front,https://www.metacritic.com/movie/all-quiet-on-the-western-front,Lewis Milestone,"Beryl Mercer,G. Pat Collins,Harold Goodwin,Richard Alexander,Slim Summerville,Arnold Lucy,Ben Alexander,John Wray,Lew Ayres,Louis Wolheim,Owen Davis Jr.,Russell Gleason,Scott Kolk,Walter Rogers,William Bakewell"
A Bread Factory Part Two: Walk With Me a While,https://www.metacritic.com/movie/a-bread-factory-part-two,Patrick Wang,"Daniel Borak,Eugene Brell,George Young,Jacqui Anders,Jake Brinskele,Keaton Nigel Cooke,Leo Heller,Logan Smith,Martina Arroyo,Noah Matthews,Anni Krueger,Brian Murray,Chris Conroy,Elisabeth Henry-Macari,George Young,Glynnis O'Connor,James Chen,James Marsters,Janet Hsieh,Jessica Pimentel,Nana Visitor,Philip Kerr,Trevor St. John,Tyne Daly,Zachary Sayle"
Never Rarely Sometimes Always,https://www.metacritic.com/movie/never-rarely-sometimes-always,Eliza Hittman,"Alana Barrett-Adkins,Alexander Carney,Amy Tribbey,April Szykeruk,Aurora Richards,Brett Puglisi,Brian Altemus,Carolina Espiro,Deepti Menon,Denise Pillott,Drew Seltzer,Guy A. Fortt,Jingjing Tian,John Ballinger Sr.,Kim Rios Lin,Lester Greene,Lizbeth MacKay,Luz Ozuna,Mia Dillon,Michael Erik,Rose Elizabeth Richards,Ryan Eggold,Sidney Flanigan,Amy Tribbey,Aurora Richards,Brett Puglisi,Carolina Espiro,Christian Clements,Daniel Buneta,David Buneta,Deepti Menon,Denise Pillott,Drew Seltzer,Eliazar Jimenez,Guy A. Fortt,Kim Rios Lin,Lester Greene,Rose Elizabeth Richards,Ryan Eggold,Sam Dugger,Sharon Van Etten,Sidney Flanigan,Talia Ryder,Théodore Pellerin"
The Ladykillers,https://www.metacritic.com/movie/the-ladykillers-1955,Alexander Mackendrick,"Fred Griffiths,Harold Goodwin,Hélène Burls,Kenneth Connor,Michael Corcoran,Alec Guinness,Cecil Parker,Danny Green,Frankie Howerd,Herbert Lom,Jack Warner,Katie Johnson,Madge Brindley,Peter Sellers,Philip Stainton"
Young Mr. Lincoln,https://www.metacritic.com/movie/young-mr-lincoln,John Ford,"Clarence Wilson,Eddy Waller,Spencer Charters,Tiny Jones,Ward Bond,Alice Brady,Arleen Whelan,Donald Meek,Eddie Collins,Eddie Quillan,Henry Fonda,Judith Dickens,Marjorie Weaver,Pauline Moore,Richard Cromwell"
Stories We Tell,https://www.metacritic.com/movie/stories-we-tell,Sarah Polley,"Alex Hatz,Andrew Church,Cathy Gulkin,Deirdre Bowen,Geoffrey Bowes,Harry Gulkin,John Buchan,Justin Goodhand,Peter Evans,Pixie Bigelow,Rebecca Jenkins,Robert Macmillan,Susy Buchan,Tom Butler,Victoria Mitchell,Wayne Curnew,Harry Gulkin,John Buchan,Susy Buchan"
A Bread Factory Part One: For the Sake of Gold,https://www.metacritic.com/movie/a-bread-factory-part-one,Patrick Wang,"Aidan Pierce Brennan,Alyssa Maria App,Chris Conroy,Eugene Brell,George Young,Martina Arroyo,Noah Averbach-Katz,Noel Ramos,Rosemary Howard,Amy Carlson,Brian Murray,Elaine Bromka,Elisabeth Henry-Macari,George Young,Glynnis O'Connor,James Marsters,Janeane Garofalo,Janet Hsieh,Jessica Pimentel,Nana Visitor,Philip Kerr,Trevor St. John,Tyne Daly,Zachary Sayle"
The Act of Killing,https://www.metacritic.com/movie/the-act-of-killing,"Anonymous,Christine Cynn,Joshua Oppenheimer","Adi Zulkadry,Anwar Congo,Anwars Congo,Haji Anif,Haji Marzuki,Herman Koto,Ibrahim Sinik,Jusuf Kalla,Safit Pardede,Sakhyan Asmara,Soaduon Siregar,Syamsul Arifin,Yapto Soerjosoemarno,Anwar Congo"
"This Is Not a Burial, It's a Resurrection",https://www.metacritic.com/movie/this-is-not-a-burial-its-a-resurrection,Lemohang Jeremiah Mosese,"Aleandro Florio,Jerry Mofokeng,Makhaola Ndebele,Mary Twala,Sarah Weber,Silas Monyatse,Siphiwe Nzima-Ntskhe,Thabiso Makoto,Thabo Letsie,Tseko Monaheng"
On the Waterfront,https://www.metacritic.com/movie/on-the-waterfront,Elia Kazan,"Abe Simon,Arthur Keegan,Don Blackman,James Westerfield,John F. Hamilton,John Heldabrand,Lee J. Cobb,Leif Erickson,Pat Henning,Rod Steiger,Rudy Bond,Tami Mauriello,Tony Galento,Karl Malden,Marlon Brando"
Jafar Panahi's Taxi,https://www.metacritic.com/movie/jafar-panahis-taxi,Jafar Panahi,Jafar Panahi
Ida,https://www.metacritic.com/movie/ida,Pawel Pawlikowski,"Adam Szyszkowski,Afrodyta Weselak,Agata Kulesza,Agata Trzebuchowska,Anna Grzeszczak,Artur Janusiak,Dawid Ogrodnik,Dorota Kuduk,Halina Skoczynska,Izabela Dabrowska,Jan Wociech Poradowski,Jerzy Trela,Joanna Kulig,Krzysztof Brzezinski,Lukasz Jerzykowski,Marek Kasprzyk,Mariusz Jakus,Natalia Lagiewczyk,Pawel Burczyk,Agata Kulesza,Agata Trzebuchowska,Dawid Ogrodnik,Jerzy Trela"
Beau Travail,https://www.metacritic.com/movie/beau-travail,Claire Denis,"Adiatou Massudi,Bernardo Montet,Dan Herzberg,Dimitri Tsiapkinis,Gianfranco Poddighe,Giuseppe Molino,Jean-Yves Vivet,Marc Veh,Mickael Ravovski,Nicolas Duvauchelle,Richard Courcet,Thong Duy Nguyen,Denis Lavant,Grégoire Colin,Michel Subor"
Uncut Gems,https://www.metacritic.com/movie/uncut-gems,"Ben Safdie,Joshua Safdie","Andrea Linsky,Ca$h Out,Eric Bogosian,Jacob Igielski,Keith Williams Richards,Lakeith Stanfield,Louis Anthony Arias,Maksud Agadjani,Noa Fisher,Paloma Elsesser,Roman Persits,Sean Ringgold,Tommy Kominik,Warren Finkelstein,Adam Sandler,Deneke Muhugeta,Habtunu Africho,Idina Menzel,Jacob Igielski,Jonathan Aranbayev,Julia Fox,Keith Williams Richards,Kevin Garnett,Lakeith Stanfield,Liang Wei-Hei Duncan,Mesfin Lamengo,Noa Fisher,Paloma Elsesser,Suin Zhi Hua-Hilton,Sunny Wu Jin Zahoo,The Weeknd,Tommy Kominik,Warren Finkelstein"
Waltz with Bashir,https://www.metacritic.com/movie/waltz-with-bashir,Ari Folman,"Dror Harazi,Gadi Erel,Mickey Leon,Ori Sivan,Shahar Sorek,Yehezkel Lazarov,Zahava Solomon,Ari Folman,Ron Ben-Yishai,Ronny Dayag"
They Shall Not Grow Old,https://www.metacritic.com/movie/they-shall-not-grow-old,Peter Jackson,
EX LIBRIS: The New York Public Library,https://www.metacritic.com/movie/ex-libris-new-york-public-library,Frederick Wiseman,
Secrets & Lies,https://www.metacritic.com/movie/secrets-lies,Mike Leigh,"Brian Bovell,Claire Perkins,Claire Rushbrook,Elias Perkins McCook,Elizabeth Berrington,Emma Amos,Lee Ross,Lesley Manville,Marianne Jean-Baptiste,Michele Austin,Phyllis Logan,Ron Cook,Trevor Laird,Brenda Blethyn,Timothy Spall"
Patton,https://www.metacritic.com/movie/patton,Franklin J. Schaffner,"Albert Dumortier,Bill Hickman,Carey Loftin,David Bauer,Frank Latimore,James Edwards,John Barrie,Karl Michael Vogler,Lawrence Dobkin,Michael Strong,Morgan Paull,Pat Zurica,Stephen Young,George C. Scott,Karl Malden"
The Favourite,https://www.metacritic.com/movie/the-favourite,Giorgos Lanthimos,"Basil Eidenbenz,Carolyn Saint-Pé,Edward Aczel,Hannah Morley,Horatio,Isaura Barbé-Brown,Jack Veal,James Melville,James Smith,Jenny Rainsford,John Locke,Mark Gatiss,Tim Ingall,Timothy Innes,Willem Dalby,Wilson Radjou-Pujalte,Basil Eidenbenz,Denise Mack,Emma Delves,Emma Stone,Faye Daveney,Isaura Barbé-Brown,Jack Veal,James Smith,Jennifer White,Jenny Rainsford,Joe Alwyn,John Locke,LillyRose Stevens,Mark Gatiss,Nicholas Hoult,Olivia Colman,Paul Swaine,Rachel Weisz,Timothy Innes,Wilson Radjou-Pujalte"
The Sweet Hereafter,https://www.metacritic.com/movie/the-sweet-hereafter,Atom Egoyan,"Alberta Watson,Arsinée Khanjian,Bruce Greenwood,Caerthan Banks,David Hemblen,Earl Pastko,Gabrielle Rose,Kirsten Kieferle,Maury Chaykin,Sarah Rosen Fruitman,Simon Baker,Stephanie Morgenstern,Tom McCamus,Ian Holm,Sarah Polley"
The Right Stuff,https://www.metacritic.com/movie/the-right-stuff,Philip Kaufman,"Charles Frank,Donald Moffat,Lance Henriksen,Levon Helm,Mary Jo Deschanel,Barbara Hershey,Dennis Quaid,Ed Harris,Fred Ward,Kim Stanley,Pamela Reed,Sam Shepard,Scott Glenn,Scott Paulin,Veronica Cartwright"
Bambi,https://www.metacritic.com/movie/bambi,"Bill Roberts,David Hand,Graham Heid,James Algar,Norman Wright,Paul Satterfield,Samuel Armstrong","Ann Gillis,Donnie Dunagan,Eddie Holden,Otis Harlan,Sam Edwards,Bobette Audrey,Dolyn Bramston Cook,Hardie Albright,Janet Chapman,Jeanne Christy,Marion Darlington,Peter Behn,Stan Alexander,Thelma Boardman,Tim Davis"
Flee,https://www.metacritic.com/movie/flee,Jonas Poher Rasmussen,
Bringing Up Baby,https://www.metacritic.com/movie/bringing-up-baby,Howard Hawks,"Adeline Ashbury,Asta,John Kelly,Ruth Adler,Virginia Walker,Barry Fitzgerald,Cary Grant,Charles Ruggles,Fritz Feld,George Irving,Katharine Hepburn,Leona Roberts,May Robson,Tala Birell,Walter Catlett"
No Country for Old Men,https://www.metacritic.com/movie/no-country-for-old-men,"Ethan Coen,Joel Coen","Ana Reeder,Barry Corbin,Beth Grant,Chip Love,Garret Dillahunt,Kelly Macdonald,Kit Gwin,Rodger Boyce,Stephen Root,Tess Harper,Woody Harrelson,Zach Hopkins,Javier Bardem,Josh Brolin,Tommy Lee Jones"
The Gatekeepers,https://www.metacritic.com/movie/the-gatekeepers,Dror Moreh,"Ami Ayalon,Avi Dichter,Avraham Shalom,Carmi Gillon,Yaakov Peri,Yuval Diskin,Ami Ayalon,Avi Dichter,Avraham Shalom,Carmi Gillon,Yaakov Peri,Yuval Diskin"
Nostalgia for the Light,https://www.metacritic.com/movie/nostalgia-for-the-light,Patricio Guzmán,"Gaspar Galaz,George Preston,Lautaro Núñez,Luís Henríquez,Miguel Lawner,Valentina Rodríguez,Vicky Saaveda,Víctor González,Violeta Berrios"
David Copperfield,https://www.metacritic.com/movie/david-copperfield,George Cukor,"Elsa Lanchester,Fay Chaldecott,Jean Cadell,Lionel Barrymore,Una O'Connor,Violet Kemble Cooper,Basil Rathbone,Edna May Oliver,Elizabeth Allan,Freddie Bartholomew,Harry Beresford,Herbert Mundin,Hugh Walpole,Jessie Ralph,John Buckler"
Saving Private Ryan,https://www.metacritic.com/movie/saving-private-ryan,Steven Spielberg,"Adam Goldberg,Barry Pepper,Dennis Farina,Dylan Bruno,Edward Burns,Giovanni Ribisi,Jeremy Davies,Joerg Stadler,Max Martini,Paul Giamatti,Ted Danson,Tom Sizemore,Vin Diesel,Matt Damon,Tom Hanks"
